county,constituency,ward,station,source,source_date
KAKAMEGA,LIKUYANI,SINOKO,MILIMANI HEALTH CENTRE,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,ST PETERS SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,DR. ELESHA WAKUBE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,MUTSUMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,BUKHAKUNGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,BURUNDU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,LUKUME PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,MAYUGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,BULUPI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,INGWE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,MUKONGOLO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,SAWAWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,KAMUCHISU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,WEST KABRAS,IMBIAKALO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,MUTING'ONG'O PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,MUKHONJE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,SHITIRIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,TUMBENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,KIMANG'ETI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,CHIMORONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,SHIVIKHWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,MALICHI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,MACHE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,LUGUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,ISANJIRO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,CHEMUCHE,MACHEMO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,LWANDA KABRAS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,SHIANDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,MANGULIRO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,IKOLI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,KUVASALI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,BUNUKU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,NGUVULI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,CHIVELI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,FUVALE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,KAKOYI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,CHESERO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,EAST KABRAS,MUKHUYU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MATSAKHA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,TIMBITO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,CHEGULO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MAKUCHE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,TANDE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MATIOLI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MUKAVAKAVA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MAVUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,VASHELE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MANYONJE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,NAMANJA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,SHARAMBATSA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,WAVOKA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,SHIPALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,SHILONGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,MAHUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,BUTALI/CHEGULO,NAMUSHIYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,MANDA KABRAS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,SILUNGAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,LURALE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,TOMBO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,MATETE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,NAMAGARA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,FUVUYE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,TERESIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,BISUNU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,SHIVANGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,MUKHUNGULA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,ST. JOSEPH LUNYU K PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,CHEPTULI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,HAMUTUA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,SHIANDICHE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,NAMATALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,MANDA-SHIVANGA,BWANGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,KALENDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,SAMITSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,SHIRUGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,MALEKHA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,MALAVA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,MUGAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,SHEYWE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,LUTALI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,LUYESHE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,LUKALA KABRAS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,MUCHANJA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,KAKUNGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,SHAMBERERE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,CHEVOSO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,CHOMBELI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,SHAMONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,LUNYINYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,MAHIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,LUSUMU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,SHIHOME PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,MALIMALI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,INGAVIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,ST. GERALD SASALA SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,EMUSALI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,MATENDE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,CHILIVA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,MALAVA,SOUTH KABRAS,IFWETERE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EMUSALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,INDANGALASIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EMUKABA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EBUNG'AYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,ELUFAFWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,ELUKHO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EMAKUSI NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,AFCEA FAITHVILLE SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,J.P.C NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,SHIKOTI MIXED PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EMASERA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,MUNGULU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,EMACHEMBE NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,SHITUNGU NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,SHITOTO CATHOLIC SOCIAL HALL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,NEW APOSTOLIC NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,ISANJIRO NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO EAST,ELWANDA KAG NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIBEYE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIMICHINI NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESOKONE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,EMACHINA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,EMURAKA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIANDUKUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,KILIMO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,EKAPWONJE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHIRUMBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,EMULUNDU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,MATIOLI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,MWIYENGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHISANGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ESHILIBO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,ISUMBA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EBUCHINGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,IBINZO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMATETIE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ESHIKHUYU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ESHIAMBOKO CHURCH OF GOD SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,IKONYERO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ESHIYUNZU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMURUMBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EBUCHIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,MUNZEYWE NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ESHISIRU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EBUHAI NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMUSANDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,AMBANI NEW APOSTOLIC CHURCH-NURS. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,IYALA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMIERE S.D.A NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMUHANGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ELWAMINYI NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,BARAKA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,EMABANGA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,ESHIBEMBE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,PAG NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,BONDENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KAKAMEGA MUSLIM PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,M.O.P.W CHILPARK,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,NABONGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KAKAMEGA APPROVED SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KAKAMEGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,JAMIA MOSQUE NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,DAISY SPECIAL SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,EBWAMBWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,SNR. CHIEF MUTSEMBI PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,MARABA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,LURAMBI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,SIR HUMPREY INTERNATIONAL T.T.C,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,SICHIRAYI MARKET,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KAKAMEGA MUNICIPAL SOCIAL HALL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,S.D.A ACADEMY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,VISION ACADEMY PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,SHIMALABANDU MARKET,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KAKAMEGA SCHOOL FOR THE DEAF,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,OVERCOMING FAITH PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,LWESERO HEALTHE CENTRE,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,U.P.C NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHEYWE,KATI ACADEMY PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,MWIYALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,ANGLICAN NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,NYAYO TEA ZONE PRI SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,ICHINA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,SHEYWE SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,BUKHUNGU STADIUM,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,MAHIAKALO,LYANUNGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,MUSAA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,MATENDE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,APOSTOLIC FAITH NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,BUKHULUNYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,SHISASARI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,SHITAHO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,KAKAMEGA TOWNSHIP PRI SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,BISHOP SULUMETI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,AMALEMBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,SHIVAKALA PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,HIRUMBI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,ROOSTERMAN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LURAMBI,SHIRERE,KAKAMEGA HIGH SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,BUSHILI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,INGOTSE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,ESHILAKWE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,EMATIHA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,EMULAMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,EWAMAKHUMBI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,EMULAKHA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,INGOTSE MARKET,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,TUMAINI NFE SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,SHINOYI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,NALUCHIRA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,SHIKOMARI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,SHING'OTO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,ESUMEYIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,EBUTENJE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,ESHIKHONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,SHIBEMBE S.A NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,BUMAMU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,LIFE SPRING ACADEMY SCHOOL,IEBC registration centres page,2026-05-21
