county,constituency,ward,station,source,source_date
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,MESHENANI PRI. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,NGARARAMPUNI NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,ELUAI NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,ELERAI BOREHOLE NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,AMBOSELI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,LENKISIM PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,INKOROSHONI NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ISINET PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,NABULA NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ENKAJI NAIBORR NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ENKIJAPE PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,KALESIRUA NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,OLNG'OSUA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ILCHALAI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,LEMASUSU PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,LEINKATI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,OLBILI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,NATOISHE PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,INKOISUK PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,OLDOINYIO-WAUAS NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,OLANDI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ILTULETA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,ILOIRERO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ILITILAL PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,NEITI NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,OYERATA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,LOOLEPO NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,MOILO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ENKUSERO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ENKUTOTO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,OLKARIA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,KUKU PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,NAROK ENTERIT NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,A.I.C. PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,LOITOKITOK PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,FULL GOSPEL CHURCH KAMUKUNJI,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,K.A.G CHURCH BONDENI,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,NKAMA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,OLE MUTURI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,SHURIE NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,NASORE CATHOLIC CHURCH,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,INKISANJANI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ELANGATA ENKIMA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,LOOSOITOK PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ENKII PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,OLORIKA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,ENKOLILI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,OLTIASIKA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KUKU,NOLASITI PR. SCH. (Morokoet),IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ROMBO GIRLS PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ENCHURRAI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,BELLGROVE LEMONGO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,BOMA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ORARAIT NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLGIRRA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ELERAI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ESOSIAN PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLMAPINU PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLOIBORSOIT PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,MATEPES PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,NASIPA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,PENTECOSTAL CHURCH NOLASITI,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,LOIYAPASEI NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,MUNYURRA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLBAK NUR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ENTARARA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLMAROROI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLOOSHONYOKIE PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ILLASIT PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,CATHOLIC CHURCH ILLASIT,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,KIKELEWA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,OLKIRORITI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,ROMBO,ST ANDREWS CHURCH KIKELELWA,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,LOORMEUTI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,IMPIRON PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,CHRIST THE KING SEC. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,MAISUYATI PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,KIMANA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,KIMANA SEC. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,LEMONGO PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,NAMELOK PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,OLOILE PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,INKARIAK RONKENA PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,SOMPET PR. SCH.,IEBC registration centres page,2026-05-21
KAJIADO,KAJIADO SOUTH,KIMANA,OLDOINYO OIBORR PR. SCH.,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MLIMANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MUKUYU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MAUTUMA D.E.B PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,ST. MARY'S BOARDING PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MBAGARA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,ST. KIZITO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MACHO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MUKONGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,NABEMO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,ST. LOUIS SAISI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,SIPANDE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MAHIGA NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,IVONA EAST NURSERY SCH.,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MILEMBE NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,SCHEMELINE NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MUSUNZU NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,MAUTUMA,MINYALI WATER POINT,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,SAVALA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MARULA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MANYONYI PRI. SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,LUGARI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MUFUTU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,LWANDA LUGARI PRI. SCH.,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,SIRENDE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,LUMAMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MARAKUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,LUGARI STATION PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MUGUMU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,MAHEMAS PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUGARI,KIWANJA NDEGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,LUMAKANDA TOWNSHIP PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,MUNYUKI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,MWAMBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,MAJENGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,BAHATI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,MBAYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,LUMAKANDA D.E.B. PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,LUMAKANDA BOYS SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,FORESTAL PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,BANDARI NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,EX-RASA WATER POINT,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,MURRAM PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,JIRONGO D.E.B. PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LUMAKANDA,SOSIANI ADC NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,MAPENGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,KOROMAITI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,CHEKALINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,MBAJO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,MWIVONA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,ANGAYU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,MUSEMBE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,BAHARINI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,ITUMBU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,KIPKAREN L. C.C. HALL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEKALINI,BONDENI 'B' PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MAKONGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,VUYIKA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,CHEPUSAI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,NAMBILIMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,KILIBOTI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,LUMANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,CHENJENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MAKHWABUYE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MUHOMO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MAKHUKHUNI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,KIVAYWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MUKHALANYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,KULUMBENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MAUNGU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,LUKOVA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,CHEVAYWA,MISEMWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MAHANGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,LUKHOKHO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MATURU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MAYOYO M.H.M PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,LWANDETI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MUTUA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,NZOIA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,CHIMOI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MUTENYO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MAKINA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MABUYE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,KWAMBU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,CHETAMBE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MAWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,MASASULI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,KEWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,CHAMAVELE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,NAVALAYO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LUGARI,LWANDETI,KAFUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,LIKUYANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,IVUGWI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,LUMINO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,MARY LUSWETI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,FOREST NURSERY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,SEREGEYA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,KILIMANI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,ALIGULA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,SIYENGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,ST. MONICA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,KAMPI MAPESA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,CHIEF BANDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,TURBO WATER SUPPLY,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,LIKUYANI,KAMBI MAWE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,SANGO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,SIKHENDU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,ST. FRANCIS MILIMA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,LUKUSI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,MAKUTANO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,SOY SAMBU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,L UGULU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,MAPERA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,MAWE TATU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SANGO,NGANGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,KONGONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,ST. TERESA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,NASIANDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,NANGILI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,MIREMBE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,SIKULU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,KOSOKI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,KISIGAME PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,KONGONI,MUKUNGA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MBURURU PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MUSEMWA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MATISI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,LUANDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,ST. JOSEPH NYOROTIS,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MATUNDA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MUTONI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,PATRICE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,GODOWN PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MUSEMWA FCS,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MUMONYONZO FCS,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,KONA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MATUNDA SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,ALBERT MALOBA WATER SPRING,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,NGAO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,NZOIA,MURURI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,MWIBA PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,SINOKO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,MOI'S BRIDGE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,LUDODO PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,NAMUNYIRI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,KWARE PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,MACHINE FCS,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,BONDENI PRIMARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,ST. HENRY'S SAISI SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
KAKAMEGA,LIKUYANI,SINOKO,ESHIKULU SECONDARY SCHOOL,IEBC registration centres page,2026-05-21
